#{"t_start": 1700955886.5089183, "env_id": "multigrid-mapf-v0"}
r,l,t
0.0,1000,16.95828
0.4,1000,31.82503
0.8,1000,47.357182
0.4,1000,72.170738
0.2,1000,87.590239
1.4,1000,101.775881
0.6,1000,124.685896
2.4,1000,142.654943
24.4,1000,157.911464
89.2,1000,181.248032
170.6,1000,195.41913
187.8,1000,210.571247
232.2,1000,235.103083
265.6,1000,250.695063
341.6,1000,266.243089
370.2,1000,288.829815
388.2,1000,304.179519
398.2,1000,321.542879
402.4,1000,345.340685
398.4,1000,360.267606
429.8,1000,375.301476
413.2,1000,399.442674
461.4,1000,415.153645
420.2,1000,430.879113
451.0,1000,446.390263
475.2,1000,469.492225
507.8,1000,484.833429
535.0,1000,501.639607
532.2,1000,525.585765
451.6,1000,540.328151
477.6,1000,555.320376
543.0,1000,580.672046
532.4,1000,596.643461
587.4,1000,612.181891
865.8,1000,636.126772
1022.4,1000,651.337028
554.0,1000,667.63669
2002.8,1000,691.81487
687.6,1000,707.036737
914.0,1000,721.972391
913.4,1000,746.955114
1206.2,1000,763.296745
601.0,1000,778.162169
1146.4,1000,801.707096
1936.0,1000,816.435847
1197.4,1000,831.824705
2164.2,1000,856.96814
1184.0,1000,872.828614
1218.6,1000,887.85598
804.0,1000,902.681879
1023.2,1000,928.784818
1144.2,1000,944.734339
766.0,1000,959.778874
984.2,1000,982.599712
1197.6,1000,998.161004
845.0,1000,1014.958975
1157.0,1000,1039.755655
1053.0,1000,1055.452431
1188.8,1000,1069.943753
1200.0,1000,1094.149032
959.6,1000,1111.013102
1156.0,1000,1126.786274
635.4,1000,1150.063808
1199.2,1000,1164.716067
651.6,1000,1181.414209
224.8,1000,1206.192741
185.4,1000,1221.252022
144.4,1000,1236.373622
207.2,1000,1259.773955
321.6,1000,1275.577146
283.6,1000,1291.837894
334.2,1000,1314.806956
354.0,1000,1329.57055
340.6,1000,1345.226894
386.8,1000,1361.538049
482.4,1000,1385.070769
484.4,1000,1400.094972
395.4,1000,1415.312191
398.2,1000,1439.413015
406.8,1000,1454.59049
396.8,1000,1470.826431
470.0,1000,1493.832635
467.2,1000,1508.667583
443.0,1000,1524.580976
436.4,1000,1549.817194
576.8,1000,1564.655109
519.0,1000,1579.618761
473.4,1000,1603.150763
486.0,1000,1619.530311
576.0,1000,1634.82537
574.2,1000,1657.835917
599.4,1000,1672.767
595.8,1000,1687.613163
589.4,1000,1713.838159
599.6,1000,1729.112767
529.0,1000,1743.571491
599.4,1000,1766.870267
615.4,1000,1782.865647
674.0,1000,1799.068973
598.4,1000,1814.806824
623.8,1000,1838.857492
681.6,1000,1853.187296
597.6,1000,1868.465065
732.8,1000,1893.762853
269.0,1000,1909.680747
596.2,1000,1924.341823
675.6,1000,1946.819165
607.8,1000,1963.511436
600.2,1000,1978.897013
599.8,1000,2003.147188
600.2,1000,2018.946725
601.0,1000,2033.093218
598.6,1000,2058.046122
600.6,1000,2074.900971
616.4,1000,2089.752886
815.4,1000,2114.007403
596.6,1000,2130.482404
599.0,1000,2146.885822
601.6,1000,2170.526191
637.8,1000,2185.477379
599.0,1000,2200.662893
789.0,1000,2224.890857
594.8,1000,2240.100798
600.4,1000,2256.094775
626.8,1000,2271.286704
